business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,main_category,sub_category_1,sub_category_2
gc_GGat7TgNCmrgc4nVOgw,Crush,3799 Las Vegas Blvd S,Las Vegas,NV,89109,36.1028961488,-115.17019938,3.5,223,Lounges,Nightlife,Bars
HpxWjRBbJONZB8Xe8hWw9A,A-Best VIP Outcall Therapeutic Massage,,Las Vegas,NV,89109,36.128561,-115.1711298,5.0,16,Beauty & Spas,Professional Services,Massage
rMWtIm_x-WSINBdUPgV2qQ,Heritage Springs,8720 W Flamingo Rd,Las Vegas,NV,89147,36.115845,-115.282891,5.0,5,Health & Medical,Retirement Homes,""
Vhb_RMe3Jo2x2UqVwmdm9w,Sparks Family Medicine,"10155 W Twain Ave, Ste 110",Las Vegas,NV,89147,36.121938,-115.313775,2.0,15,Family Practice,Health & Medical,Doctors
k9fb-qXMB-bqVls-GBGpkA,Centennial Hills Community Center YMCA,6601 N Buffalo Dr,Las Vegas,NV,89131,36.2821375,-115.2638018,3.0,37,Child Care & Day Care,Gyms,Education
fmdqJ5qn66k5UVEFSI3DPg,Pizza Hut Express,McCarran International Airport,Las Vegas,NV,89119,36.0839998,-115.1537389,2.0,5,Fast Food,Restaurants,""
ZlmkWmSSeXm-UwRLfWutDg,Smiths,4965 E Sahara Ave,Las Vegas,NV,89104,36.143001,-115.067065181,2.5,8,Grocery,Food,""
JA2G1rflzNk3HVvlL_wE7A,Caesars Palace Salon,3570 Las Vegas Blvd,Las Vegas,NV,89109,36.1162194,-115.1745719,4.0,7,Day Spas,Beauty & Spas,""
q9gSbV-hY0O7eIs--O2AfA,Penguin Pools,,Las Vegas,NV,89101,36.1697096,-115.1236952,1.0,3,Na,"",""
kRgAf6j2y1eR0wOFdzFAuw,Firefly,3824 Paradise Rd,Las Vegas,NV,89169,36.1202091,-115.154398,4.5,1463,Tapas/Small Plates,Tapas Bars,Spanish
G55C2JCteYQGnpCP6gMswg,Moondoggies,1750 S Rainbow Blvd,Las Vegas,NV,89146,36.1527867,-115.2423672,2.5,3,Restaurants,American (New),""
Z0oNjqU779mkF1_y5fsG6g,Fresh52 Fall Harvest Festival,302 S Rampart Blvd,Las Vegas,NV,89145,36.1669105359,-115.28724724,4.0,6,Arts & Entertainment,Festivals,Farmers Market
7ZqSit9KRNQOAHQQK7RdBQ,Signature Binding & Custom Rugs,"3140 Polaris Ave, Ste 42",Las Vegas,NV,89102,36.131877,-115.186731,5.0,3,Home & Garden,Home Services,Carpeting
qJd4qx1QsBZ3q8F8t3Sapg,CVS Pharmacy,10400 W Charleston Blvd,Las Vegas,NV,89135,36.1601738,-115.3222942,2.5,53,Shopping,Drugstores,""
vBmugOy-Adg5YnHTiTrQMA,Nevada Heart & Vascular Center,"500 E Windmill Ln, Ste 140",Las Vegas,NV,89123,36.0428759129,-115.152106918,2.0,4,Cardiologists,Doctors,Health & Medical
XehBm4wtQ6qeeYj_eL-6sw,Raising the Barr Mobile Detailing,,Las Vegas,NV,89147,36.1148054,-115.2778317,5.0,25,Auto Repair,Car Wash,Auto Detailing
w2Rfu4v3jz7dUHlrHq-l2A,Beacon Academy of Nevada,7360 W Flamingo Rd,Las Vegas,NV,89147,36.1154224,-115.2523076,4.0,4,Middle Schools & High Schools,Education,""
d14xpQnRrLWOPln1d7F4lw,Las Vegas Car and Truck,1616 S Decatur Blvd,Las Vegas,NV,89102,36.1527023315,-115.208610535,4.0,43,Used Car Dealers,Tires,Auto Repair
7wMCJ9NqL9eBEX4WdJWuIA,Outback Steakhouse,"3785 Las Vegas Blvd S, Fl 4",Las Vegas,NV,89109,36.1035296,-115.1723424,3.5,114,Steakhouses,Restaurants,""
1Y58X4-dNJMHmGIJbTzsrg,Race & Sports Book,4321 W Flamingo Rd,Las Vegas,NV,89103,36.1147348573,-115.196009526,3.5,11,Resorts,Nightlife,Sports Bars
fMbr4p3JIDHiqRRxHlZr5w,USA Real Estate and Property Management,"6767 W Tropicana Ave, Ste 106",Las Vegas,NV,89103,36.0992729,-115.239856,3.0,13,Home Services,Property Management,Real Estate
Mg3bqpkLUIrmOTFlDauCwg,Farmers Insurance - Greg Freund,"3100 S Durango Dr, Ste 104, Farmers Insurance",Las Vegas,NV,89117,36.1334919,-115.278964,4.0,4,Financial Services,Insurance,""
AwNKZ7fAAyjOcpTputzupA,Santa Rosa Urgent Care,"4161 S Eastern Ave, Ste B3",Las Vegas,NV,89119,36.112988587,-115.120237453,2.5,28,Urgent Care,Weight Loss Centers,Health & Medical
CzuZhL2h87x5Cx04swQunA,Sin City H2o To Go,"3950 N Tenaya Way, Ste 110",Las Vegas,NV,89129,36.232204,-115.2509515,5.0,3,Convenience Stores,Food,Water Delivery
FFolUMaFqs8vdu9ybE4-IA,Sammy's Woodfired Pizza And Grill,5757 Wayne Newton Blvd,Las Vegas,NV,89119,36.0804736858,-115.135585152,2.5,129,Restaurants,Pizza,""
ntBPzKyktNG2iAl4rI1onw,Red Rock Climbing Center,"8201 W Charleston Blvd, Ste 150",Las Vegas,NV,89117,36.158625,-115.2717021,3.5,66,Gyms,Fitness & Instruction,Event Planning & Services
MhfEB8WFF07KdMjXGtr10w,"Arthur Herpolsheimer, MD, FACOG","8285 W Arby Ave, Ste 280",Las Vegas,NV,89113,36.0583669,-115.272026,2.0,14,Obstetricians & Gynecologists,Doctors,Health & Medical
mDR12Hafvr84ctpsV6YLag,Mr Mamas,"5693 S Jones Blvd, Ste 106",Las Vegas,NV,89118,36.0865254,-115.2262491,4.5,1608,Breakfast & Brunch,Restaurants,Sandwiches
999HQ3KN40Hxe3HBRcZD7Q,Colon Hygiene Institute,2660 S Rainbow Blvd,Las Vegas,NV,89146,36.1410809,-115.2422445,5.0,17,Float Spa,Health & Medical,Massage Therapy
Q1m3ZAO1t9JRhHK3txhJQw,Kiton Kitchen,6840 W Sahara Ave,Las Vegas,NV,89146,36.1446274,-115.2416945,4.0,30,Restaurants,Mediterranean,""
C_4bVsDtHY3HeGlG_nZcjA,Trademark Restoration Services,5980 Topaz St,Las Vegas,NV,89120,36.081023,-115.113815,4.5,12,Contractors,Local Services,Carpet Cleaning
9PIC380tmNYpIC3z5cvcNA,Is Sweet,"5288 Spring Mountain Rd, Ste 101",Las Vegas,NV,89146,36.1265291,-115.2132639,4.0,485,Food,Restaurants,Desserts
-Bv-HHUs8aHzDrdWcZHn8w,Smashburger,3570 Las Vegas Blvd S,Las Vegas,NV,89019,36.1161559,-115.1750576,3.0,70,Burgers,Restaurants,""
6rs9dH2quNEM2D8PBkZamQ,Coruscate Salon,"8680 West Warm Springs, Ste 122",Las Vegas,NV,89148,36.0560801,-115.2808739,5.0,4,Hair Extensions,Waxing,Beauty & Spas
z3WpFqnwTGpaSk8O2SA9Cw,Guadalupe Medical Center,1219 E Charleston Blvd,Las Vegas,NV,89104,36.1588977,-115.1366969,1.0,10,Health & Medical,Medical Centers,""
rJ-1UbNhAVpYSh77hOgkgQ,Shay Hasselmann - Keller Williams Realty Las Vegas,"9420 W Sahara Ave, Ste 100",Las Vegas,NV,89117,36.1463538,-115.3010137,5.0,19,Home Services,Real Estate Agents,Real Estate Services
IuQBRhJ0V9VLZ2sLM1pIEg,Calderon Medical Group,"2810 W Charleston Blvd, Bldg F, Ste 53",Las Vegas,NV,89102,36.1593924,-115.1795038,3.0,4,Internal Medicine,Doctors,Health & Medical
8guV6WfhUtASpNhNsd945g,Starbucks,3300 S Las Vegas Blvd,Las Vegas,NV,89109,36.124587,-115.171615,2.0,60,Coffee & Tea,Food,""
YfpcrQbCMDE89aAlqg1SJQ,Forum Food Court,3570 S Las Vegas Blvd,Las Vegas,NV,89109,36.1161559,-115.1750576,3.5,7,Restaurants,Food Court,""
IqCvkoDvvImXuzGrpeiDMA,Border Grill,3500 Las Vegas Blvd S,Las Vegas,NV,89109,36.119371,-115.173715,4.5,533,Breakfast & Brunch,Restaurants,Mexican
YFM2LwG_JQ3-XHKeKgXzOQ,Diya Eyebrow Threading,"4145 S Grand Canyon Dr, Ste 108",Las Vegas,NV,89147,36.1148108,-115.3073313,4.5,55,Henna Artists,Event Planning & Services,Beauty & Spas
OfIBp5HCGt6SJUQT4HoO8g,Walgreens,"3717 Las Vegas Blvd S, Ste 100",Las Vegas,NV,89109,36.1091031797,-115.172392449,4.0,89,Shopping,Convenience Stores,Food
zGAFnGHxoldvBFH7KVKwaw,Caesars Palace Race & Sports Book,"Caesars Palace Las Vegas Hotel & Casino, 3570 Las Vegas Boulevard South",Las Vegas,NV,89109,36.116173509,-115.174491242,3.0,58,Arts & Entertainment,Casinos,""
kzN63SMy7ClrDCLqK2XKow,Community Lutheran Church,3720 E Tropicana Ave,Las Vegas,NV,89121,36.1010319,-115.0935889,4.0,3,Religious Organizations,Churches,""
y9ukbhhyYC2qrPSS9eWh5Q,The Cromwell Las Vegas Resort & Casino,3595 Las Vegas Blvd S,Las Vegas,NV,89109,36.1150489,-115.1718308,3.5,401,Arts & Entertainment,Casinos,""
Fi-2ruy5x600SX4avnrFuA,Spice Market Buffet,3667 Las Vegas Blvd S,Las Vegas,NV,89109,36.1102503133,-115.171666064,3.0,1707,Restaurants,Buffets,Breakfast & Brunch
WF4hYg4Yy6fv2VRM5afTHw,AUTOKRAFT MOTORS,3211 Meade Ave,Las Vegas,NV,89102,36.1360414,-115.1841729,3.5,3,Automotive,Used Car Dealers,""
qhbUNmiGKmw343Fj7qlEsQ,Harvest Cafe,4835 W Craig Rd,Las Vegas,NV,89130,36.2376478424,-115.209193109,4.0,69,American (Traditional),Restaurants,""
avvsll3JMDnj9WMaUf_6xQ,Children's Dental Group,"8430 W Lake Mead Blvd, Ste 150",Las Vegas,NV,89128,36.1987022,-115.2792291,2.5,5,Pediatric Dentists,Dentists,Health & Medical
D6WXf0lB4pfuXZH3P7c5Ow,Oodle Noodle,4449 W Flamingo Rd,Las Vegas,NV,89103,36.1147066161,-115.201141367,4.5,139,Restaurants,Japanese,Noodles
8olG8J91NG_QU92WHG5QfA,Amore Taste of Chicago,3945 S Durango Dr,Las Vegas,NV,89147,36.1191125,-115.2797333,4.0,617,Italian,Restaurants,Pizza
aQOYZARifMo_tfQipVsRrA,Tony Repinski - Farmers Insurance,"7885 W Sahara Ave, Ste 102",Las Vegas,NV,89117,36.1426743,-115.2626187,4.5,6,Auto Insurance,Financial Services,Insurance
8zOBDmzGQ6--rccnSgaWjA,Tiffany's Studio Photography,,Las Vegas,NV,89117,36.1453333,-115.2778317,1.5,38,Event Photography,Photographers,Photography Stores & Services
UnJUQ-NlOJLT4Xz2imsGmw,Charlie's Auto Service,4012 W Charleston Blvd,Las Vegas,NV,89102,36.1590733,-115.1947676,4.0,16,Auto Repair,Oil Change Stations,Auto Parts & Supplies
MROvBxYb-Za3YQT373qPsg,Tokyo Discount No 2,4960 S Fort Apache Rd,Las Vegas,NV,89148,36.0987893967,-115.294968686,4.0,58,Flowers & Gifts,Gift Shops,Shopping
FFhVWAEz3nUy_4JEssvlvQ,Wyland Galleries,3663 Las Vegas Blvd S,Las Vegas,NV,89109,36.1107323,-115.1722365,3.5,6,Shopping,Art Galleries,Arts & Entertainment
F2rKr7uvrhfzijGoxQh5SQ,The Burton Group - CanAm Real Estate Services,3320 Wynn Rd,Las Vegas,NV,89102,36.1295986,-115.1943848,3.5,3,Real Estate Agents,University Housing,Home Services
-CdstAUdEvci8GeJG8owpQ,Motors & More,"2950 S Highland Dr, Ste A",Las Vegas,NV,89109,36.1361618,-115.1730721,5.0,7,Home Services,Heating & Air Conditioning/HVAC,Solar Installation
a0CeW8D6ZsRP8tlI2YvjnQ,O'Reilly Auto Parts,3395 S Durango Dr,Las Vegas,NV,89117,36.1278561603,-115.279361911,4.0,6,Auto Parts & Supplies,Automotive,""
qCOVl8stRylZ9iDHIF9sGA,Animal Allergy and Dermatology Specialists,"6032 S Durango Dr, Ste 100",Las Vegas,NV,89113,36.0789569,-115.2789244,4.0,22,Veterinarians,Pet Services,Pets
7Gkd18xKnIA324Fp7JHRRQ,Double Down Saloon,4640 Paradise Rd,Las Vegas,NV,89109,36.1055000596,-115.149980949,4.5,503,Nightlife,Music Venues,Dive Bars
ctDi8gEBYcGOGTnlWeiKKA,Le Paris Coffee and Pastry,"3300 S Decatur Blvd, Ste 7",Las Vegas,NV,89102,36.129524,-115.2075793,4.0,53,Coffee & Tea,Food,Bakeries
QCKQqO_hmmnx0UJSkhs9ug,Summerlin Piano Studio,9700 Royal Lamb Dr,Las Vegas,NV,89145,36.160214,-115.307018,5.0,4,Education,Specialty Schools,Musical Instruments & Teachers
xf7qaHRG1mu1g5QOZQTFQw,On Time Plumbing,2722 W Windmill Ln,Las Vegas,NV,89123,36.0422726,-115.1182508,5.0,3,Home Services,Plumbing,""
WeSquARcbYekhqDjC56cqg,"Clean Team,LLC",,Las Vegas,NV,89178,36.0457187,-115.3133908,3.0,5,Home Cleaning,Home Organization,Home Services
-wHE0OZ-d1Kq9RZIXZ3ILQ,David Bakhshi,,Las Vegas,NV,89169,36.0521,-115.172256,4.5,6,Real Estate,Real Estate Services,Home Services
8SstN1jl3GSPo9clSoiWQw,Valvoline Instant Oil Change,7155 Grand Montecito Pkwy,Las Vegas,NV,89149,36.2911427,-115.2849943,5.0,72,Oil Change Stations,Automotive,""
EU3DE9JD5kFcgchB_P4LNw,Best Mattress,7701 West Tropical Pkwy,Las Vegas,NV,89149,36.2699064,-115.2628727,5.0,116,Mattresses,Furniture Stores,Home & Garden
ByTWVwFUq5gJ17FhZfZeyQ,Viola's Tavern,4485 South Jones Blvd,Las Vegas,NV,89103,36.10750643,-115.225639563,3.0,7,Burgers,Sports Bars,Nightlife
bOddIZaNIQAYju-EgYBuIA,LuLu Hawaiian BBQ,881 S Rainbow Blvd,Las Vegas,NV,89145,36.1617736,-115.2453598,3.5,35,Restaurants,Hawaiian,""
GArNb2k4z2dPMoQogruoHw,Victoria's Creative Designs,,Las Vegas,NV,89101,36.1697096,-115.1236952,3.5,3,Home Decor,Interior Design,Graphic Design
FgSS9eA-1BOUfuMrjFgV8A,Advanced Mechanical,"133 E Warm Springs Rd, Ste 101",Las Vegas,NV,89119,36.0555906,-115.1646387,4.5,15,Home Services,Plumbing,Heating & Air Conditioning/HVAC
REXvfvEMPKbcLBD33y6fjA,Geisha House Steak & Sushi,3751 E Desert Inn Rd,Las Vegas,NV,89121,36.1296013,-115.0927902,4.0,143,Steakhouses,Restaurants,Japanese
2sPTsGZ9wyUat3BDAUJrnw,Monaco Law Group,"3301 Spring Mountain Rd, Ste 7",Las Vegas,NV,89102,36.1257269,-115.1828007,1.0,3,Professional Services,Lawyers,""
LhEIaHUidwZXuje93qC4oQ,Chilli Beans,"3545 Las Vegas Blvd, Ste L-19, The LINQ",Las Vegas,NV,89119,36.117609072,-115.172808734,4.5,23,Watches,Shopping,Eyewear & Opticians
UhPgiM5HhRqlner0lsnsSw,The Coop Show,3667 Las Vegas Blvd S,Las Vegas,NV,89109,36.11027,-115.1703887,4.0,4,Casinos,Arts & Entertainment,""
oZcn17gbRIXTodPXhGjrxg,Nevada Department of Education,"9890 S Maryland Pkwy, Ste 221",Las Vegas,NV,89183,36.010172,-115.135252,3.0,5,Public Services & Government,"",""
tWgkIZWKRR7Oe63zCeYmKg,iFocus Vision Center,"9484 W Flamingo Rd, Ste 280",Las Vegas,NV,89147,36.1158059,-115.2987814,4.5,71,Optometrists,Shopping,Health & Medical
mzQLni03qPCPxkUXQ52U_Q,El Zarape Mexican Restaurant,5333 Arville St,Las Vegas,NV,89118,36.0929646,-115.1997671,5.0,24,Mexican,Tacos,Restaurants
o6f_n_YyqHq1e7zXz_BP8w,Marriage Can Be Murder,301 Fremont St,Las Vegas,NV,89101,36.169437,-115.1429031,4.0,93,Performing Arts,Arts & Entertainment,""
6et5LEq_gF556a4rJJY8Yw,Batteries Plus Bulbs,"2370 E Serene Ave, Ste 220-3",Las Vegas,NV,89123,36.0217354612,-115.119216037,3.5,31,Hardware Stores,Electronics Repair,IT Services & Computer Repair
4nqceLGU7aLk91H3lp1lVQ,Vitality Medical & Wellness Center,"5735 S Fort Apache Rd, Ste B",Las Vegas,NV,89148,36.0840271,-115.2985032,4.0,22,Doctors,Health & Medical,Weight Loss Centers
tYJg19wSFCTsEjlKhinVDw,Elite Audio Customs Collision,"5580 S Decatur Blvd, Ste 119",Las Vegas,NV,89118,36.088995,-115.207308,4.5,118,Tires,Auto Customization,Body Shops
MYYKPJMRctb0lI8WK5tDWQ,Terrible Herbst,5685 Mountain Vista St,Las Vegas,NV,89120,36.0861095,-115.073789,2.5,3,Automotive,Gas Stations,""
X545MGRiCB_ASmFz8cs8Lw,The Lash Lady,6290 S Rainbow Blvd,Las Vegas,NV,89118,36.1241875,-115.3253482,4.5,7,Beauty & Spas,Eyelash Service,""
BpdIgg155d6-8pncVVqcag,Smith's,10100 W Tropicana Ave,Las Vegas,NV,89147,36.1015754,-115.3131657,3.5,71,Drugstores,Gas Stations,Grocery
QleWAHOsujz6qmvi4mxsyg,A.C.E Fitness,"8665 W Flamingo Rd, Ste 114",Las Vegas,NV,89147,36.1138503345,-115.281143984,5.0,31,Life Coach,Professional Services,Trainers
AY-ARfdAXK1b7V8bbiWVAg,Marine Center of Las Vegas,4444 Boulder Hwy,Las Vegas,NV,89121,36.123849,-115.078419,3.5,8,Boat Dealers,Boating,Professional Services
maI7TBB32kGuRkfxxA8s6A,Seattle's Best Coffee,9777 Las Vegas Blvd S,Las Vegas,NV,89123,36.011634058,-115.174586075,3.0,33,Coffee & Tea,Food,""
QBeQhcGrnDrc435u2F4CXw,Kikai's Nail Salon,"309 N Nellis Blvd, Ste 135",Las Vegas,NV,89110,36.1671978626,-115.063564552,4.0,88,Hair Removal,Beauty & Spas,Waxing
w3AAY4ZC27MCuL0BM5qRqA,Rock 'n Roll Wine,6883B W Charleston Blvd,Las Vegas,NV,89117,36.1581196,-115.2453599,4.0,10,Music Venues,Event Planning & Services,Party & Event Planning
ZvkXBsH4CZSLCXehPX7Tdw,Innovative Real Estate Strategies,2595 S Cimarron Rd,Las Vegas,NV,89117,36.142438,-115.270797,4.0,12,Real Estate,Property Management,Home Services
BnMDLIYT17-fl6_pFpFlrA,24/7 Supertech Locksmith Services,,Las Vegas,NV,89144,36.1780112,-115.3133908,5.0,149,Keys & Locksmiths,Security Systems,Home Services
Oi5G4G9NCqk-bF8B5c77yg,Rhino Mart,780 E Pyle Ave,Las Vegas,NV,89183,36.0070073,-115.1462433,1.5,5,Food,Gas Stations,Automotive
kYcqPDE_PRz3GpUaDpTRNQ,AC Hero Las Vegas,6667 Smoke Ranch Rd,Las Vegas,NV,89108,36.2029783,-115.2411694,5.0,7,Contractors,Home Services,Heating & Air Conditioning/HVAC
wmFd0FzFCCXvSegbAdJLRg,The Bar on St Rose,,Las Vegas,NV,,36.175,-115.136389,3.5,3,Food,"",""
BRJIiHXttErrI-KSQkaOeA,BOLD Body Bronzing,,Las Vegas,NV,89103,36.1104125,-115.2067011,5.0,10,Skin Care,Shopping,Beauty & Spas
IU7mYouUaWy9DwpqHUtTXw,Nails By Amity Labrie,"6575 N Decatur Blvd, Ste 180",Las Vegas,NV,89131,36.2794782788,-115.207990408,4.0,5,Beauty & Spas,Nail Salons,""
rVg24-Va38u-lxUaZRziSQ,Insight Property,"6130 Elton Ave, Ste 224",Las Vegas,NV,89107,36.1724916,-115.2254508,3.0,4,Property Management,Home Services,Real Estate
Yiz2cRBakfVUOHsThLKyoQ,Ron's Steakhouse,740 S Decatur,Las Vegas,NV,89107,36.163438,-115.207179,4.0,69,Soup,Seafood,Restaurants
txrnn0nUe9-RSowaGAG1PA,Eyebrows R Us,"4825 S. Fort Apache Rd., Ste J",Las Vegas,NV,89147,36.1013396,-115.2982998,3.0,66,Beauty & Spas,Hair Removal,Eyebrow Services
qi3JiaD6bzjsE22HFIrpng,Pizzeria Da Enzo,3355 Las Vegas Blvd S,Las Vegas,NV,89109,36.1226902,-115.1701939,3.0,88,Restaurants,Pizza,""
KdZNbDmSldoZboPpJbAc1A,Ben Bridge Jeweler,"3200 Las Vegas Blvd S, Ste 1490, Fashion Show Mall",Las Vegas,NV,89109,36.1272241,-115.1715512,4.5,18,Watches,Shopping,Watch Repair
upe4kXYT_hrENtLRu-v4Hw,Journey Education,2710 S Rainbow Blvd,Las Vegas,NV,89146,36.14021,-115.2421364,5.0,15,Elementary Schools,Education,""
klAmm0n7Kh-yHRzHwXI45g,Wonderland Bakery,Downtown Summerlin,Las Vegas,NV,89135,36.1499164012,-115.333019534,2.5,106,Bakeries,Food,""
OdBnsy6BCAKxaT1mTDXCnQ,Cvs Pharmacy,9100 W Sahara Ave,Las Vegas,NV,89117,36.1455513541,-115.295642375,3.5,14,Drugstores,Grocery,Shopping
OFXmJwGH94K11IWQdbmQjg,Bombshell Personal Training,9537 Bella Di Mora Sr,Las Vegas,NV,89178,36.015146,-115.27264,5.0,3,Makeup Artists,Fitness & Instruction,Trainers
OMhW5ggawFOJYJ7mFPR_0w,Rhodes Ranch Recreation Center,333 Rhodes Ranch Pkwy,Las Vegas,NV,89148,36.0478665,-115.2809752,4.0,15,Fitness & Instruction,Active Life,Recreation Centers
RMIZvXChyfDWzWbNOK0l9Q,Jack In the Box,5605 S Rainbow Blvd,Las Vegas,NV,89118,36.0867005,-115.243293,3.0,14,Restaurants,Fast Food,""
hMSeEbZ8IJ1rn9QMG12MPw,Enterprise Rent-A-Car,"5120 S Decatur Blvd, Ste 104",Las Vegas,NV,89118,36.096995,-115.207775,4.0,38,Hotels & Travel,Car Rental,""
Ipo2spms27TprGQ_MlDueQ,Onyx Vegas,,Las Vegas,NV,89148,36.0612353,-115.2896852,5.0,4,Shutters,Home Services,Shades & Blinds
VxJOizoH5vEt1KX0h1kyeQ,E-z Rent-a-car,7135 Gilespie St,Las Vegas,NV,89119,36.0600553,-115.1649715,2.0,9,Hotels & Travel,Car Rental,""
-Ag8JiHlShYxx0KBHZfXVw,Harb Mouchir S MD,"5380 S Rainbow Blvd, Ste 200",Las Vegas,NV,89118,36.0910865,-115.2411026,1.0,3,Health & Medical,Doctors,""
HAg1cURR8b1f1lVKtbtA8w,Anthony's Donuts,609 N Nellis Blvd,Las Vegas,NV,89110,36.1745742589,-115.063791486,4.0,29,Food,Bakeries,Donuts
BhLqJoLFyW14zv9k7Gr1mw,Check City,631 N Nellis Blvd,Las Vegas,NV,89110,36.1751110727,-115.062634161,3.0,4,Tax Services,Insurance,Financial Advising
5keoVVM81g-nJw0Zdpl1nA,Evel Pie,508 Fremont St,Las Vegas,NV,89101,36.1692398,-115.1400789,4.5,258,Bars,Nightlife,Italian
9agd0jglk49WQldsqGfNDQ,Pet Medical Center of Las Vegas,9140 W Sahara Ave,Las Vegas,NV,89117,36.1452757,-115.2968575,3.0,24,Pet Stores,Pet Services,Veterinarians
iQQGOsltUzipLBMeN268cA,Brooks Brothers Factory Outlet,,Las Vegas,NV,89123,36.0357492,-115.1533426,2.5,3,Women's Clothing,Shopping,Fashion
Igqp27BP7cm9vUu_WB0gRA,Romano's Pizzeria,"3111 S Valley View Blvd, Ste I-101",Las Vegas,NV,89102,36.133533308,-115.191092254,3.5,12,Restaurants,Argentine,Chicken Wings
burnDlH36FSphvf4vQf10w,Sushi Tower & Steakhouse,"4145 S Grand Canyon Dr, Ste 104",Las Vegas,NV,89147,36.1145538,-115.3075865,4.0,179,Sushi Bars,Restaurants,Steakhouses
EajYu59fNT1Lr-awAsnthg,Personalized Pool Service,2110 W Bonanza Rd,Las Vegas,NV,89106,36.1774798,-115.1705353,3.5,9,Home Services,Pool Cleaners,""
qrdMLUi_ydnNF6bMoHJjgA,Spondooly Seats,,Las Vegas,NV,,36.1744056837,-115.148838311,2.5,22,Arts & Entertainment,Comedy Clubs,Music Venues
JpgVl3d20CMRNjf1DVnzGA,Pampas Churrascaria Brazilian Grille,"3663 S Las Vegas Blvd, Ste 610",Las Vegas,NV,89109,36.1107901,-115.1714113,3.0,1911,Restaurants,Steakhouses,Brazilian
duG-irioNf7ZmRI2XibQ_A,The Body Shop,3200 Las Vegas Blvd S,Las Vegas,NV,89109,36.1272241,-115.1715512,4.0,7,Cosmetics & Beauty Supply,Shopping,Skin Care
NwEtO1yQWDGG-qBqD6latg,Pine Creek Canyon,Red Rock Canyon National Conservation Area,Las Vegas,NV,89161,36.1281697546,-115.473690033,4.5,15,Active Life,Climbing,Parks
yVm0Czo5oyrHpZ0nL5RiPw,Your New Look Starts Here Majestic Salon & Spa,,Las Vegas,NV,89117,36.1453333,-115.2778317,5.0,3,Day Spas,Beauty & Spas,Hair Extensions
GdpiEeG8oe8BnpMaENJLfg,Las Taquizas,4365-4369 E Bonanza Rd,Las Vegas,NV,89110,36.1737686732,-115.081502517,4.5,8,Food Trucks,Food,Mexican
T_vPBF3WRyHoNXrr86ZhkQ,Hibachi Grill & Supreme Buffet,313 N Nellis Blvd,Las Vegas,NV,89110,36.1674186472,-115.063731962,3.0,94,Sushi Bars,Chinese,Restaurants
qSOZ3rgIWYSmf2kkeooh6A,Flamingo Pet Clinic,"2675 E Flamingo Rd, Ste 1",Las Vegas,NV,89121,36.1143063,-115.1138005,4.5,52,Pet Services,Pets,Veterinarians
JJbF3nU8RXkroLAHBrWchg,A Better Clean,"3651 S Lindell Rd, Ste D410",Las Vegas,NV,89103,36.1233348,-115.2170789,4.5,11,Home Services,Window Washing,Home Cleaning
BRutO_B7HfiT_Kx68eTjqg,Coral Academy of Science,7951 Deer Springs Way,Las Vegas,NV,89131,36.283504,-115.2686536,3.5,6,Elementary Schools,Education,""
NCnUn47vVybi81vZQaxOlg,America Dog & Cat Hotel,"3655 E Patrick Ln, Ste 100",Las Vegas,NV,89120,36.0783143,-115.0950082,4.0,17,Pets,Pet Training,Pet Services
tWVhpWkqkTJbw5NZxWPgvQ,"Ken Landow, MD","10080 Alta Dr, Ste 120",Las Vegas,NV,89145,36.1687387,-115.3144126,3.0,60,Skin Care,Doctors,Beauty & Spas
Arx42aGpdfI6XRH9lnKdaQ,GlutenZero Bakery,"9500 S Eastern Ave, Ste 130",Las Vegas,NV,89123,36.016461,-115.1171167,4.5,74,Vegan,Food,Gluten-Free
CJvs9pU6CwFjcwUKMYa1iA,Renaissance Residential Maintenance,,Las Vegas,NV,89144,36.1780112,-115.3133908,5.0,5,Handyman,Drywall Installation & Repair,Plumbing
uRxXFZe-cZVoxSINqogdjw,FastFrame Las Vegas,3827 E Sunset Rd,Las Vegas,NV,89120,36.0706932523,-115.091495373,4.5,8,Shopping,Art Galleries,Framing
XIcq5zKaAkGSN6cIJzBKRQ,Panda Express,5620 Centennial Ctr,Las Vegas,NV,89149,36.2642283,-115.2562576,3.0,20,Restaurants,Chinese,Fast Food
NlLvAcHJVCmjwTRi-fFtEw,Mo5iac,3000 Paradise Rd,Las Vegas,NV,89109,36.1362847,-115.1514119,5.0,3,Performing Arts,Arts & Entertainment,""
yhgUyctWczUN13MinNgZ3w,Westgate Las Vegas Resort & Casino,3000 Paradise Rd,Las Vegas,NV,89109,36.1362575,-115.1512526,2.0,1288,Real Estate,Real Estate Services,Arts & Entertainment
JDByKm5mhk0mYC85swS_Sg,Affordable Flooring & More,"3560 Polaris Ave, Ste 32",Las Vegas,NV,89103,36.1251235,-115.1852645,4.5,107,Tiling,Carpet Cleaning,Carpeting
jtiywR7x0duLUzOkIqxeqg,Body Sushi Catering,,Las Vegas,NV,89110,36.1678611,-115.0406679,1.0,3,Event Planning & Services,Party & Event Planning,Caterers
VpFUraD3fuFY9qCcvgMntA,Roma Pizza,4310 E Tropicana Ave,Las Vegas,NV,89121,36.1008878,-115.0792238,4.0,24,Restaurants,Pizza,Food
